reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A2EZWZ8MBEDOLN,B0002CZVBE,Charlo,"[1, 1]","For the money, I have no complaints.  The enclosure, dials, and footswitch are all durable.  Not true bypass, but none of the BOSS pedals are.  It doesn't suck tone.  This pedal isn't the end-all be-all overdrive, but with asymmetrical clipping it fills a niche that TS pedals don't. You lose a little low end when it is engaged, but that actually works pretty well for leads- especially with humbuckers or amps with a looser kind of 'classic' distortion encountered with EL84s.  As a stand alone overdrive, I prefer other pedals.  But where this pedal really works for me is as a boost to other dirtboxes or an already overdriven amp.  You get singing, harmonic leads when it is dialed in right.  Like any overdrive, you introduce noise when the pedal is engaged and things can get hissy while you are palm muting if you crank it too far.  I am a dirtbox hoarder and I like to rotate the pedals and try different combinations.  Lately, I am running this into either the V1 Cool Cat transparent overdrive (Timmy Clone - very, very nice) or the Behringer BO-100 (which is a dead ringer for the Boss Blues Driver) then into a tube amp that is dialed in on mild crunch (Jet City Combo or Palomino Combo).  As with any overdrive, this thing will not sound very good (IMHO) running into a solid state amp.  That's just not what it was intended to do. It was intended to drive preamp tubes into saturation but YMMV. Because I'm a cheapskate (and because these things are durable like bricks) I bought it used for $20, but it is well worth the new asking price.",4.0,Nice pedal !,1348012800,"09 19, 2012"
A2EZWZ8MBEDOLN,B000KIPTE4,Charlo,"[2, 3]","Great pedal- very lush and usable tones. Think ""Lightning Crashes"" by the band ""Live"". Ok, I was going to initially give it 4 stars because of the following reasons:  plastic knobs, foot switch does not 'click', very miniscule volume drop with engagement (actually, I moved the pedal to a different spot in my signal chain and I *think* that resolved the volume issue, but I can't tell-  I guess if it is too close to tell, then it's a non issue !). Then I performed a reality check on myself and looked at the price again.  Metal enclosure.  Works like a charm.  Twenty four tax free bucks and free shipping.  It gets 5 stars because there is nothing even close at this price.",5.0,"Think ""Lightning Crashes""",1327881600,"01 30, 2012"
A2F2L5F9OWWVY6,B0002E1J5E,AT,"[0, 0]",I'm not a metal player in any means but sometimes I do get the urge. If your gonna play metal you need bigger strings than just 46-9. So I got these and they are awesome. They are not too big or too small. Very happy with these strings. If you want GREAT strings get fender strings. They are the best out there. But for metal (big strings) I stick with ernie ball.,5.0,Great for metal,1364947200,"04 3, 2013"
A2F2L5F9OWWVY6,B0002GXV2Q,AT,"[0, 0]",These cables are awesome. They do what they are suppose to do and do it well. I personally like that they are smaller in the middle and are easier to fold than regular cable. If you are looking to connect your pedals and dont want to break your wallet look no farther than HOSA 6inch cable!,5.0,Sweet!,1358035200,"01 13, 2013"
A2F300193C5XH9,B0007XWUQ2,Grejam53,"[0, 0]",D'Addario is one of those manufactures that seem content with making a quality product for a reasonable price.  Their string selections compare very well to the pricer brands and I have yet to find a better buy.,5.0,Good strings - good price,1367366400,"05 1, 2013"
A2F92AOWTIUIB,B0002D0CA8,StudioDude,"[0, 0]","These strings are great sounding, and great looking on the fretboard, because they are bronze. One issue I had, was the 5th and 6th strings were too big to route more than once through the tuning head, but it still wound up very nicely. I would actually say that you might want to get the Extra Light gauge, but it's probably just my tuning machines, they kind of suck.",4.0,Buy these. They are really good.,1376438400,"08 14, 2013"
A2F92AOWTIUIB,B0002D0E8S,StudioDude,"[0, 0]","I've tried leather straps, I've tried Rocksteady straps, I still keep coming back to this strap. It's steady, Highly adjustable. And it works very nicely with the Dunlop Dual Design Straplok system. Good job Ernie Ball! I even prefer this to a nice Levy's strap that I own because the Ernie Ball strap is a bit slipperier",5.0,My favorite strap by far,1390348800,"01 22, 2014"
A2F92AOWTIUIB,B00063678K,StudioDude,"[0, 0]","There isn't much to say other than if you are a keyboardist, and are in need of a durable, high quality sustain pedal, BUY THIS PEDAL!",5.0,Absoulutely love it!,1377388800,"08 25, 2013"
A2FIYXK97CTS6D,B0002H0A3S,B. Clark,"[0, 0]",These are the only strings I use on my acoustic/electric. Love the sealed bags to keep the air tight seal. Prefer the Extra lights.,5.0,Love Love Love,1389225600,"01 9, 2014"
A2G2DXPFZKG48W,B0002E3CHC,Audio Maven,"[0, 0]","These are great strings. They are the right length and go on easy enough. They are color coded which helps a bunch in getting the right string in the right hole as long as you aren't color blind. They go on, sound bright, and keep that new string sound a bit longer than uncoated strings. Had a salesman tell me once about these coated strings that they last forever, you only have to change them every 3 months or so. I had to reply that forever just doesn't last as long as it used to. Changing strings is no fun so if over the lifetime of your guitar you have to do so 1/3 less, that is a good deal even if they don't last forever. That means more guitar playing and less guitar stringing which is a no brainer in my book. Worth the extra pesos.",5.0,"Coated they last forever, just not quite as long as forever used to be",1400112000,"05 15, 2014"
A2HWUC980HM1NP,B0002D0CGC,"UncleHammy ""UncleHammy""","[1, 1]",This nylon pick has great play feel.  It is stiff enough to pick individual strings and still feels comfortable stumming chords.,4.0,Great picks,1359936000,"02 4, 2013"
A2IBPI20UZIR0U,B0002PBS6S,"cassandra tu ""Yeah, well, that's just like, u...","[0, 0]","This is my first time using a hybrid mix and ti does take some getting used to but I enjoy the heavier bass sounds it provides while maintain easy to bend higher strings. Installed with no problems, plays pretty well so far. It stays in tune pretty well, it's still the first day and the pitch is holding well.",5.0,Good Mix,1368489600,"05 14, 2013"
A2IC4MEKF2Y6IF,B0002E1G5C,Jerry Roberson,"[0, 0]","Does what it is suppose to do. What can you say about a tool. If it works properly, and it does, what more can you say.",5.0,Works,1402617600,"06 13, 2014"
A2IC4MEKF2Y6IF,B0002E1J3Q,Jerry Roberson,"[0, 0]","They work great. You can buy more expensive guitar strings, just not better guitar strings. I use these on an old Gibson semi-hollow body.",5.0,Nice,1402617600,"06 13, 2014"
A2IDOKLAT1MP8X,B0002D0096,"Jared Burdick ""JBurd""","[8, 9]","There are several types of practice amps. High end modlers (Line 6, G Dec, Vox VT) that can still run $400+ and are typically overloaded with features. The low end tubes (Fender Blues Junior, Bug V22, Peavey Valveking, etc). These typically are more stripped down (in features, not neccessarily quality). And then there are the micros. I always thought they were just a notch above toys, the sort of amps found in a prepackaged guitar set up from Wally World at Christmas.Boy was I wrong...I needed a portable amp for my son to take to and from practice after school. It was important to me that he could schlepp his own gear. He's not a big kid, so even 15lb. amps are pushing it(plus a gig bag and school back pack). That was initially what brought me to the Micro. Not sound or features, just the smallest possible amp for my little virtuoso. Turns out this is an AMAZING amp. The tone destroys the Line 6 and the features crush the Vox Pathfinder (6watt?) or Bug V12. And the Fender frontman - not even in the ballpark.Each of the models are distinct. The cleans are sparkly (more trebly) and the high gain models are very articulate. Obviously this isn't a loud amp, but that's not all bad. You can get everything this amp has to offer at reasonable volumes. It also can be battery powered (the life is suprisingly long), includes a regular wall plug, headphone jack, built in tuning fork (which is kind of lame) and a series of onboard effects that can be run simultaneously. For example, I was able to crank up the delay and tremelo and pull off some Dick Dale surpher licks with suprising accuracy.Don't let the size fool you. I honestly thought it was nothing more than a toy and I couldn't have been more wrong.  There are several big websites and it's tough to find any negatives about this amp. Quality sounding and durable for a great price.Oh - and the red - if you can find it - looks pretty sweet too.",5.0,For the price - an easy 5 stars,1308096000,"06 15, 2011"
